nome,cpf,idade,data,endereco,estado,pais
Sra. Bianca Peixoto,256.794.831-73,47,17/05/1977,"Quadra de Silva, 799
Mineirão
49999-238 da Conceição / AP","('DF', 'Distrito Federal')",Brasil
Hellena Barros,602.743.158-07,28,15/06/1996,"Estação Correia, 5
Vila União
61667-888 Duarte / RS","('CE', 'Ceará')",Brasil
Dr. Gustavo das Neves,261.980.473-69,57,21/04/1967,"Campo Ana Carolina Barros, 88
Vila Das Oliveiras
44533897 Freitas das Pedras / PR","('RS', 'Rio Grande do Sul')",Brasil
Ana Sophia Oliveira,738.629.410-78,51,09/12/1972,"Trecho Ana Cecília Costela, 411
Mariquinhas
48461-114 Cavalcante / RN","('TO', 'Tocantins')",Brasil
Maria Clara Nunes,814.637.509-00,40,10/05/1984,"Colônia Sarah Porto, 79
Vila Paris
59519-957 da Cruz / PA","('MA', 'Maranhão')",Brasil
Bárbara Almeida,507.284.913-97,55,03/11/1969,"Parque Silveira, 33
São Sebastião
03707929 Nunes / DF","('MG', 'Minas Gerais')",Brasil
Ayla Macedo,250.468.931-42,48,15/10/1976,"Esplanada Albuquerque, 62
Pompéia
26472613 Câmara da Serra / BA","('SC', 'Santa Catarina')",Brasil
Sr. Otávio Macedo,590.384.762-56,34,09/09/1990,"Avenida Mendes, 709
Parque São José
39592-423 Fonseca / SC","('MG', 'Minas Gerais')",Brasil
Dra. Stella Pacheco,879.645.032-00,21,31/01/2003,"Quadra de Freitas, 739
Ouro Preto
51982315 Silva / GO","('MS', 'Mato Grosso do Sul')",Brasil
Matheus Casa Grande,496.053.187-84,35,29/09/1989,"Campo Andrade, 327
Paulo Vi
59750-780 da Luz / GO","('PE', 'Pernambuco')",Brasil
Raquel Macedo,931.745.028-88,29,26/11/1994,"Área Maria Cecília Guerra, 8
Santo Antônio
67445280 Casa Grande de Pinto / ES","('RN', 'Rio Grande do Norte')",Brasil
Lara Machado,218.537.906-21,59,06/12/1964,"Largo Ana Laura Cavalcante, 179
Vila Novo São Lucas
82733940 Cardoso dos Dourados / RR","('PE', 'Pernambuco')",Brasil
Felipe Duarte,214.987.630-22,55,31/10/1969,"Avenida Almeida, 605
Vila Sesc
91487706 Brito / PR","('PE', 'Pernambuco')",Brasil
Sara Costela,257.163.894-73,50,13/03/1974,"Lago Miguel Siqueira, 10
Vila Paraíso
18096-712 Viana de Goiás / PB","('RN', 'Rio Grande do Norte')",Brasil
Asafe Monteiro,671.320.985-86,45,29/09/1979,"Campo Nascimento, 22
Santa Helena
77184-020 da Luz do Amparo / PE","('CE', 'Ceará')",Brasil
Ana Carolina da Cunha,620.891.754-94,56,03/04/1968,"Pátio de Pereira, 85
São Gonçalo
20298-188 Nogueira do Norte / MA","('MA', 'Maranhão')",Brasil
Sr. Lucas Gabriel Ramos,970.435.826-10,37,12/07/1987,"Vila Peixoto, 9
Vila Suzana Primeira Seção
93033-790 Caldeira de Rocha / PR","('PE', 'Pernambuco')",Brasil
Dr. Vicente da Mota,048.153.296-05,37,19/06/1987,"Recanto Gomes, 600
Conjunto São Francisco De Assis
70310170 Ramos Grande / AM","('PI', 'Piauí')",Brasil
Dra. Manuela Vargas,673.512.048-53,57,14/06/1967,"Esplanada de Montenegro, 35
Engenho Nogueira
35678866 da Costa / AM","('AL', 'Alagoas')",Brasil
Arthur Miguel Almeida,264.093.581-05,44,30/10/1980,"Ladeira Pastor
Vila Petropolis
39313-608 Santos da Praia / PE","('PR', 'Paraná')",Brasil
Sra. Marina Lima,652.108.793-21,29,05/11/1995,"Viaduto Sousa, 523
Bairro Das Indústrias Ii
38975255 Borges / PR","('AL', 'Alagoas')",Brasil
Isabella Sampaio,129.705.486-58,48,02/10/1976,"Praça Theodoro Silva
Pindura Saia
51112296 Pacheco / GO","('RO', 'Rondônia')",Brasil
Zoe Abreu,405.261.739-80,28,11/04/1996,"Viela de Rodrigues, 62
Alta Tensão 1ª Seção
59208-700 Nascimento dos Dourados / MA","('CE', 'Ceará')",Brasil
Maria Duarte,204.915.637-52,24,19/02/2000,"Sítio Emanuella da Rocha, 826
Jaraguá
78611-162 Novaes de Martins / RR","('MS', 'Mato Grosso do Sul')",Brasil
Anthony Gabriel Cirino,867.052.941-67,58,19/06/1966,"Distrito Matheus Andrade, 6
Itatiaia
83376-978 Cavalcanti / RR","('PA', 'Pará')",Brasil
Luigi Marques,276.193.458-09,37,11/11/1987,"Esplanada Thales Fernandes, 1
Vila Cemig
36569-282 da Paz da Praia / MG","('SC', 'Santa Catarina')",Brasil
João Vitor Rezende,916.043.582-89,35,29/06/1989,"Lagoa de Garcia, 3
Castelo
27271-854 Correia / RS","('RR', 'Roraima')",Brasil
Catarina Correia,823.961.547-37,46,06/07/1978,"Lagoa de Câmara
Jardim Felicidade
78576-251 Santos dos Dourados / AP","('DF', 'Distrito Federal')",Brasil
Vitória Rocha,361.759.480-84,50,11/07/1974,"Rua Sá
Andiroba
63363-505 Barbosa Paulista / AP","('AP', 'Amapá')",Brasil
Valentim Ramos,402.361.795-43,54,20/12/1969,"Lago Ravy Caldeira, 85
Itaipu
16466-493 Viana de da Luz / AP","('PB', 'Paraíba')",Brasil
Bruno Nogueira,423.917.056-70,36,22/10/1988,"Praia de Leão, 123
Jardim Dos Comerciarios
92198326 Pinto / AL","('MS', 'Mato Grosso do Sul')",Brasil
Dra. Ana Júlia da Mota,967.803.415-84,35,02/04/1989,"Sítio de Brito, 67
Canadá
86643703 Costela / PA","('AP', 'Amapá')",Brasil
Laura Aparecida,870.546.923-65,32,18/10/1992,"Vereda Carolina Gonçalves, 60
Novo Tupi
28583-558 Lopes Paulista / SE","('MS', 'Mato Grosso do Sul')",Brasil
Apollo Gonçalves,123.087.469-04,38,28/09/1986,"Lago de Andrade, 29
Vila São Gabriel Jacui
14794-663 Pires do Campo / SE","('MS', 'Mato Grosso do Sul')",Brasil
Sra. Hadassa Dias,357.890.621-21,54,09/07/1970,"Avenida de Nascimento, 428
Conjunto Capitão Eduardo
34277-181 Castro do Amparo / CE","('RR', 'Roraima')",Brasil
Bruno Pinto,980.154.723-50,55,04/05/1969,"Ladeira de Guerra, 78
Ouro Minas
31986779 Rodrigues das Pedras / BA","('MS', 'Mato Grosso do Sul')",Brasil
Lucca Jesus,367.290.154-70,40,24/09/1984,"Via de Camargo, 40
Vila Atila De Paiva
01808-671 Teixeira da Praia / RR","('MA', 'Maranhão')",Brasil
Maria Eduarda Aragão,069.357.182-95,59,22/09/1965,"Fazenda de da Conceição, 39
Tres Marias
27525781 Montenegro / AL","('AM', 'Amazonas')",Brasil
Clara Vargas,678.501.392-59,31,09/10/1993,"Pátio Jesus, 33
Vila Atila De Paiva
22342343 da Conceição de Fonseca / SE","('SE', 'Sergipe')",Brasil
Julia Ramos,034.819.652-06,39,27/03/1985,"Trevo de Melo, 59
Vila Minaslandia
84914-113 Vargas da Prata / ES","('RJ', 'Rio de Janeiro')",Brasil
Srta. Emanuella Lopes,376.208.549-83,32,30/07/1992,"Travessa Pietra Cirino, 20
Juliana
73809317 Duarte / SE","('TO', 'Tocantins')",Brasil
Cecília Ramos,407.653.829-38,41,21/11/1982,"Jardim Santos, 62
Cenaculo
99033609 Silveira Grande / AC","('RR', 'Roraima')",Brasil
José Peixoto,986.253.071-59,28,25/03/1996,"Aeroporto Sales, 1
Vila Sesc
93694354 Fernandes / SC","('DF', 'Distrito Federal')",Brasil
Ravi Lucca Moura,168.340.572-26,55,13/01/1969,"Jardim Luara Ferreira, 811
Estrela Do Oriente
46058181 Nascimento / RR","('MS', 'Mato Grosso do Sul')",Brasil
Ísis Barbosa,269.540.381-05,47,02/09/1977,"Rodovia Santos, 40
Conjunto Califórnia I
66674300 Rezende da Prata / AC","('ES', 'Espírito Santo')",Brasil
Pedro Lucas Lima,742.681.095-01,45,20/04/1979,"Distrito Raul Camargo, 15
Milionario
49747-576 Araújo do Galho / DF","('RJ', 'Rio de Janeiro')",Brasil
Ana Laura Nogueira,907.615.438-48,33,22/08/1991,"Trevo das Neves
Maria Helena
04715-940 Souza / AP","('PB', 'Paraíba')",Brasil
João Guilherme Sá,165.328.907-40,42,29/12/1981,"Travessa de Correia, 50
Suzana
54742-050 da Paz dos Dourados / PI","('MG', 'Minas Gerais')",Brasil
Maria Eduarda Garcia,015.834.726-90,21,12/01/2003,"Vila Jesus
Bonsucesso
00112-490 Castro do Campo / GO","('TO', 'Tocantins')",Brasil
Sr. Rafael Pimenta,349.685.172-46,38,12/07/1986,"Condomínio de Farias, 6
São Luiz
01822-640 da Rocha do Campo / AL","('MG', 'Minas Gerais')",Brasil
Melina Nascimento,683.175.049-48,56,16/11/1968,"Sítio Fonseca, 114
Planalto
09056039 Pimenta dos Dourados / PE","('PB', 'Paraíba')",Brasil
Dra. Stephany Casa Grande,046.872.395-10,56,24/04/1968,"Distrito Albuquerque
Nossa Senhora Do Rosário
88742-379 Brito / TO","('RR', 'Roraima')",Brasil
Josué da Rosa,059.671.284-76,39,08/09/1985,"Rua Andrade, 6
Serra Verde
35330673 Pires / AM","('MT', 'Mato Grosso')",Brasil
Sr. Yan Fernandes,672.130.589-59,28,21/09/1996,"Viela de Pereira, 756
Canaa
63977907 Moura / PR","('MT', 'Mato Grosso')",Brasil
Emanuelly Araújo,874.906.213-13,19,29/09/2005,"Passarela Luan Borges
Sion
41905168 Pinto de Duarte / GO","('MT', 'Mato Grosso')",Brasil
Caio Silveira,201.476.935-43,24,05/07/2000,"Praia Caldeira, 78
Vila Nova Gameleira 2ª Seção
20441962 Fonseca de Goiás / PI","('SE', 'Sergipe')",Brasil
Thales Gomes,940.183.762-78,39,04/03/1985,"Avenida Milena Azevedo, 80
Barão Homem De Melo 1ª Seção
12506-887 das Neves / MS","('TO', 'Tocantins')",Brasil
Clarice Silveira,508.672.941-67,39,31/01/1985,"Quadra de Barros, 681
Vila Ouro Minas
20975-378 Cassiano / ES","('PI', 'Piauí')",Brasil
Maitê Brito,903.168.742-13,44,15/09/1980,"Rua Silveira
Bela Vitoria
63566-125 Cirino / SC","('MT', 'Mato Grosso')",Brasil
Sr. Luiz Felipe Monteiro,271.098.435-05,48,07/05/1976,"Trecho Raul Andrade, 56
Monte Azul
33640-426 Novais / AM","('MA', 'Maranhão')",Brasil
Rael da Mata,853.962.417-64,48,25/10/1976,"Vereda Kevin Pires, 69
Caetano Furquim
84781562 Rios da Prata / PE","('PB', 'Paraíba')",Brasil
Olívia Fogaça,379.562.841-55,26,08/06/1998,"Via Farias, 1
Vila Formosa
41298121 Moraes do Campo / PR","('PA', 'Pará')",Brasil
Thiago Nascimento,517.320.498-23,53,30/06/1971,"Estrada Ana Vitória Almeida, 123
Nova Pampulha
77047362 Abreu de Aragão / AL","('BA', 'Bahia')",Brasil
Sr. Apollo Monteiro,945.608.713-10,47,05/04/1977,"Largo de Vargas, 72
Barreiro
02415-356 Rios / AM","('PB', 'Paraíba')",Brasil
José Montenegro,836.204.759-38,31,28/10/1993,"Largo de Moraes, 350
Havaí
37360-328 da Luz do Sul / PB","('RS', 'Rio Grande do Sul')",Brasil
Mariah da Costa,041.536.872-35,20,29/09/2004,"Morro de Barros, 903
Boa União 2ª Seção
72953-673 Pacheco / DF","('SP', 'São Paulo')",Brasil
Helena Cassiano,510.386.429-06,40,05/12/1983,"Área Benicio Azevedo, 92
Mirtes
97563-890 Cardoso da Serra / GO","('AL', 'Alagoas')",Brasil
Rebeca Vargas,410.839.276-04,45,17/02/1979,"Campo Azevedo, 3
Juliana
80724665 Brito de Abreu / SP","('PR', 'Paraná')",Brasil
Mariane Pires,150.243.689-24,39,30/08/1985,"Via Catarina Cavalcante, 34
Canadá
25648-172 Barbosa / AL","('RJ', 'Rio de Janeiro')",Brasil
Sr. Théo Nogueira,162.490.378-96,24,18/08/2000,"Largo Costela
Andiroba
97285-084 Correia / ES","('MS', 'Mato Grosso do Sul')",Brasil
Joaquim Porto,561.274.093-06,29,25/11/1994,"Feira Dias, 76
Jardim Montanhês
01023356 Cardoso / MT","('CE', 'Ceará')",Brasil
Luiz Fernando Santos,386.175.402-90,54,15/01/1970,"Condomínio Moura, 8
Satelite
73886-511 Rodrigues / RS","('MS', 'Mato Grosso do Sul')",Brasil
Anna Liz Porto,752.806.491-20,24,02/01/2000,"Condomínio Pereira, 89
Vila Jardim Montanhes
32314798 Pimenta do Campo / RJ","('BA', 'Bahia')",Brasil
Sr. Anthony Caldeira,013.564.789-48,38,20/01/1986,"Pátio Monteiro, 10
Conjunto Minas Caixa
68326-723 Vasconcelos de Monteiro / AM","('MG', 'Minas Gerais')",Brasil
Emilly Aragão,642.895.107-01,56,03/09/1968,"Praça de da Mota, 2
Vista Alegre
00161-815 Costa de Barros / PR","('CE', 'Ceará')",Brasil
Ester Silveira,814.273.509-14,47,18/06/1977,"Setor Caleb Camargo, 33
Granja Werneck
96793-064 Almeida do Campo / PB","('RR', 'Roraima')",Brasil
Srta. Ana Júlia Oliveira,526.301.479-16,19,20/01/2005,"Via de Rocha, 78
Santa Sofia
29469-119 Fonseca / PE","('MS', 'Mato Grosso do Sul')",Brasil
Dr. Danilo Araújo,756.218.094-67,54,30/04/1970,"Viaduto de Campos, 6
Alto Dos Pinheiros
26809-630 Pastor / RS","('PR', 'Paraná')",Brasil
Sra. Laís Cunha,914.573.680-48,29,18/11/1995,"Sítio Brito, 23
Vila Barragem Santa Lúcia
30477-700 das Neves / CE","('MT', 'Mato Grosso')",Brasil
Levi Correia,680.749.235-92,52,17/02/1972,"Largo Felipe Marques, 37
Pilar
15887252 da Cunha da Mata / MT","('ES', 'Espírito Santo')",Brasil
Kaique Rezende,583.427.601-62,52,17/01/1972,"Passarela Daniela Barros, 73
Jatobá
68618312 Fogaça / GO","('MT', 'Mato Grosso')",Brasil
Pedro Henrique Aparecida,156.038.249-05,35,14/08/1989,"Conjunto Nogueira, 87
Prado
50221-713 Lopes de Souza / RR","('SE', 'Sergipe')",Brasil
Asafe Nogueira,219.736.058-21,38,02/06/1986,"Lago Novaes, 8
Marajó
94495546 Alves da Mata / AP","('RS', 'Rio Grande do Sul')",Brasil
Gustavo Nunes,495.782.310-32,50,05/11/1974,"Viaduto Porto
Vila Aeroporto Jaraguá
18045-764 Casa Grande / TO","('PA', 'Pará')",Brasil
Zoe da Conceição,380.925.671-40,45,22/05/1979,"Distrito Kaique Caldeira, 41
Santa Monica
54487308 Rodrigues do Oeste / PB","('MG', 'Minas Gerais')",Brasil
Sr. Dom Novais,198.732.504-41,23,28/02/2001,"Loteamento de da Cruz, 27
Vila Das Oliveiras
19402788 Ferreira de Mendonça / RR","('RS', 'Rio Grande do Sul')",Brasil
Julia Fogaça,958.172.403-60,43,28/05/1981,"Fazenda de Aparecida, 8
Padre Eustáquio
15888233 Teixeira das Pedras / PB","('DF', 'Distrito Federal')",Brasil
Isabela Barros,742.198.036-96,25,27/01/1999,"Parque da Rosa, 73
Barro Preto
57070-430 Carvalho Paulista / SE","('SP', 'São Paulo')",Brasil
Dr. Caleb Peixoto,924.760.583-00,47,27/08/1977,"Estação Peixoto, 85
São José
23456968 Sousa / ES","('TO', 'Tocantins')",Brasil
Luiz Miguel Moura,015.286.794-58,30,21/10/1994,"Vereda Correia, 154
Bairro Das Indústrias Ii
38959097 Sá de Costa / PE","('RO', 'Rondônia')",Brasil
Maysa Pereira,207.853.916-30,30,02/01/1994,"Passarela Costela, 139
Alta Tensão 1ª Seção
49470-097 Montenegro de Minas / MG","('RO', 'Rondônia')",Brasil
Ágatha Sousa,346.821.579-73,22,13/06/2002,"Chácara Lopes, 14
Morro Dos Macacos
42366-187 Fernandes das Flores / AL","('MT', 'Mato Grosso')",Brasil
Fernando Novais,851.369.207-77,43,25/08/1981,"Vale Elisa Brito, 8
Vila Olhos D'água
57857849 Azevedo / RR","('AM', 'Amazonas')",Brasil
Emilly Viana,153.904.268-51,20,10/12/2003,"Lago de Cavalcanti, 5
Dom Joaquim
26016272 da Rosa / DF","('TO', 'Tocantins')",Brasil
Antony Martins,620.138.549-51,43,18/07/1981,"Favela Rhavi Abreu, 9
Juliana
08104550 Barbosa / DF","('PE', 'Pernambuco')",Brasil
Maysa Albuquerque,076.251.438-80,48,05/06/1976,"Chácara de Albuquerque
Bela Vitoria
85257029 Nogueira de Araújo / PE","('RN', 'Rio Grande do Norte')",Brasil
Leandro Rodrigues,031.276.458-80,37,25/04/1987,"Viaduto Carlos Eduardo Porto, 48
Pirineus
81018559 Cirino / RN","('TO', 'Tocantins')",Brasil
Fernanda da Mota,605.819.273-03,49,12/04/1975,"Aeroporto Zoe Aragão, 97
Marieta 1ª Seção
89285-066 Abreu do Amparo / RJ","('PA', 'Pará')",Brasil
Heloisa Sales,374.902.156-25,50,29/10/1974,"Lago Pimenta, 75
Milionario
61951274 Moreira do Oeste / AM","('MG', 'Minas Gerais')",Brasil
Gabriel Teixeira,295.047.163-34,45,22/02/1979,"Quadra Gael Albuquerque, 23
Vila São Paulo
49596-597 Pires / MG","('DF', 'Distrito Federal')",Brasil
Anna Liz Oliveira,974.865.132-00,35,05/11/1989,"Rodovia Maria Júlia da Mota, 84
Beira Linha
95082-686 Ribeiro da Serra / PR","('ES', 'Espírito Santo')",Brasil
Mariane Vargas,239.510.486-89,24,08/06/2000,"Setor Luan Montenegro, 68
Vila Califórnia
62531-953 Cavalcante de Santos / MS","('AL', 'Alagoas')",Brasil
Stella Oliveira,728.046.539-00,32,10/10/1992,"Lagoa Eloá Fonseca, 17
Caiçaras
83034181 Melo / AL","('DF', 'Distrito Federal')",Brasil
Valentim Novais,479.685.013-93,49,08/09/1975,"Aeroporto Davi Abreu, 98
Serra Verde
69716-573 Siqueira / SE","('ES', 'Espírito Santo')",Brasil
Eduardo Lima,946.708.152-02,52,03/08/1972,"Distrito Moura, 13
Floresta
16400477 Oliveira / GO","('PA', 'Pará')",Brasil
Valentina Guerra,947.032.851-50,37,22/09/1987,"Recanto da Rocha
Santo André
75370383 Andrade Grande / RR","('CE', 'Ceará')",Brasil
Nathan da Rocha,386.274.519-82,26,13/03/1998,"Feira de das Neves, 46
Santa Terezinha
59117438 Vieira Paulista / GO","('TO', 'Tocantins')",Brasil
Benício Melo,197.206.348-04,48,27/06/1976,"Passarela Santos
Mangueiras
67512-445 Marques / TO","('RJ', 'Rio de Janeiro')",Brasil
Dra. Emilly Ferreira,062.148.357-53,29,01/08/1995,"Praia Azevedo, 55
Santa Inês
83863-482 Novais das Flores / SP","('RR', 'Roraima')",Brasil
Dr. Caleb Barros,419.852.760-11,35,06/01/1989,"Fazenda de Cassiano, 8
Betânia
84894-212 Novaes Grande / PB","('PR', 'Paraná')",Brasil
Léo Aragão,091.287.536-40,45,17/03/1979,"Área de Fonseca, 24
Itatiaia
97743-125 Freitas Verde / DF","('RN', 'Rio Grande do Norte')",Brasil
Laís Pires,934.682.701-78,56,20/12/1967,"Pátio Cunha
Vila Nova Dos Milionarios
05640191 Moraes da Serra / SE","('RJ', 'Rio de Janeiro')",Brasil
Isadora Sales,174.589.630-93,56,17/06/1968,"Estação Pimenta, 680
Grajaú
44419-047 Lima / SP","('PI', 'Piauí')",Brasil
Antony Cirino,951.342.760-99,42,04/12/1981,"Via Sarah Cirino, 91
Conjunto Bonsucesso
53979873 Fernandes / RS","('SP', 'São Paulo')",Brasil
Ana Cecília Silveira,524.807.691-94,23,08/02/2001,"Vereda Léo Albuquerque, 32
Vila Da Amizade
31326110 Ferreira do Amparo / PI","('AM', 'Amazonas')",Brasil
Sra. Isabel Camargo,621.097.354-06,49,28/12/1974,"Quadra Nascimento, 335
Vila Aeroporto
72449453 Casa Grande de Leão / ES","('AM', 'Amazonas')",Brasil
Caroline Farias,783.015.964-57,59,29/06/1965,"Jardim Juliana Borges, 20
Renascença
81622-440 Siqueira / BA","('MA', 'Maranhão')",Brasil
Isabela Guerra,571.436.290-06,32,23/06/1992,"Distrito Dom Rezende, 3
Funcionários
88421-749 Barbosa / RR","('SP', 'São Paulo')",Brasil
Thales Sá,713.829.650-95,36,10/03/1988,"Chácara de Rios, 938
Milionario
57536985 Campos / PE","('ES', 'Espírito Santo')",Brasil
Rodrigo Garcia,835.270.461-35,26,11/12/1997,"Setor Carolina Ferreira, 3
Embaúbas
85832-465 Gonçalves de Goiás / AM","('RN', 'Rio Grande do Norte')",Brasil
Anna Liz Silveira,371.092.568-12,22,11/06/2002,"Loteamento de Fernandes, 31
Vila Jardim Leblon
11779-998 Vasconcelos das Flores / MA","('MT', 'Mato Grosso')",Brasil
Nicole Nogueira,713.890.645-57,47,12/03/1977,"Vereda Lucca Porto, 91
Nossa Senhora Da Aparecida
28097-482 Rezende da Serra / MA","('CE', 'Ceará')",Brasil
Erick Andrade,945.270.613-99,31,29/08/1993,"Jardim Vasconcelos, 78
Vila Engenho Nogueira
59748304 Souza de Martins / PI","('SE', 'Sergipe')",Brasil
José Pedro Gomes,291.837.540-32,32,25/12/1991,"Distrito Lorenzo Cavalcanti, 769
Vila Madre Gertrudes 1ª Seção
72484-058 Cassiano de Peixoto / RR","('CE', 'Ceará')",Brasil
Brenda Mendonça,582.630.149-05,41,16/06/1983,"Feira Luan Pereira
Santa Rita De Cássia
56969-980 Rodrigues / ES","('PE', 'Pernambuco')",Brasil
Luigi da Rosa,937.061.524-52,60,04/03/1964,"Campo de Fernandes, 22
Vila Jardim São José
64093-013 Lopes / AP","('PE', 'Pernambuco')",Brasil
Sra. Maria Julia da Mota,105.392.468-24,20,20/10/2004,"Aeroporto Novais, 98
São João
87407-321 Brito da Prata / RJ","('PB', 'Paraíba')",Brasil
Alícia Carvalho,854.076.193-93,18,24/09/2006,"Fazenda Rhavi das Neves, 74
Jardim Do Vale
23036212 da Mata / RR","('MA', 'Maranhão')",Brasil
Srta. Cecília Sousa,852.406.713-62,53,11/09/1971,"Área Novais
Oeste
27284-997 da Conceição / CE","('AM', 'Amazonas')",Brasil
Anthony da Mata,347.802.659-83,25,11/09/1999,"Quadra da Rocha, 73
Baleia
91133-770 da Rosa / MG","('AL', 'Alagoas')",Brasil
Arthur Gabriel da Conceição,835.479.206-47,47,11/04/1977,"Praça de Novais
São Tomaz
95444600 Carvalho da Mata / GO","('TO', 'Tocantins')",Brasil
Renan Novais,425.687.130-62,54,16/04/1970,"Praia Alana Teixeira, 626
Horto Florestal
56412-726 Mendes / RS","('MT', 'Mato Grosso')",Brasil
Fernando Freitas,054.978.621-01,52,20/02/1972,"Praia Agatha Moura, 41
Bela Vitoria
46592493 Pinto / DF","('RO', 'Rondônia')",Brasil
Davi Albuquerque,067.245.819-58,32,01/04/1992,"Distrito Nogueira, 48
Renascença
77854362 Farias do Norte / PB","('RO', 'Rondônia')",Brasil
Carlos Eduardo Pacheco,347.095.186-10,46,20/07/1978,"Chácara de Alves, 30
Belvedere
10642090 Ramos / SE","('BA', 'Bahia')",Brasil
Srta. Maria Cecília da Cunha,649.752.038-47,18,25/02/2006,"Fazenda de Correia, 7
Vila Ipiranga
28535904 da Mata / RS","('PA', 'Pará')",Brasil
Dra. Sara Ramos,761.438.592-64,39,12/11/1985,"Residencial de Carvalho, 9
Alípio De Melo
55778-471 da Mota de Gomes / RN","('AC', 'Acre')",Brasil
Theodoro da Rocha,503.974.621-07,21,13/07/2003,"Chácara de da Luz, 123
Vila Real 1ª Seção
19899-739 Gomes / GO","('PB', 'Paraíba')",Brasil
Srta. Fernanda Guerra,964.753.102-80,32,25/09/1992,"Chácara João Pedro Macedo, 40
Palmares
42331937 Peixoto / AL","('BA', 'Bahia')",Brasil
Maria Eduarda Macedo,715.386.492-09,60,18/04/1964,"Avenida Moura, 471
Juliana
62153919 Souza / AP","('MG', 'Minas Gerais')",Brasil
Stella Cavalcanti,473.185.029-05,23,06/09/2001,"Colônia Moraes, 37
Novo Tupi
04190772 Santos Paulista / SC","('SP', 'São Paulo')",Brasil
Agatha da Conceição,254.861.307-08,25,05/08/1999,"Conjunto Mendonça, 710
Calafate
67279-541 Aparecida do Amparo / PB","('RO', 'Rondônia')",Brasil
Gabrielly Aparecida,269.371.480-03,27,04/05/1997,"Área Isabel Borges
Cônego Pinheiro 2ª Seção
61914407 Carvalho / PB","('RO', 'Rondônia')",Brasil
Carolina Alves,158.624.079-01,27,14/09/1997,"Fazenda Leandro Teixeira, 16
Engenho Nogueira
05356-826 Porto do Norte / CE","('AM', 'Amazonas')",Brasil
Enzo Gabriel Caldeira,670.415.983-57,25,05/10/1999,"Rodovia Rodrigues, 689
Dom Cabral
99590-134 Moreira / AP","('BA', 'Bahia')",Brasil
Noah da Luz,782.694.013-31,45,23/10/1979,"Chácara Vinicius Alves, 91
São João
10149-336 Sales Alegre / SE","('RO', 'Rondônia')",Brasil
Maria Flor da Rocha,071.953.864-57,32,04/10/1992,"Residencial Dias, 1
Novo Aarão Reis
36057549 Farias Alegre / DF","('PA', 'Pará')",Brasil
Dra. Olivia Teixeira,753.941.206-25,36,26/07/1988,"Viela de Sales
Araguaia
41429465 Souza / AM","('AM', 'Amazonas')",Brasil
Valentina Caldeira,658.304.792-65,21,28/04/2003,"Viaduto Campos, 65
Colégio Batista
67211562 Montenegro / BA","('PI', 'Piauí')",Brasil
Leandro Rodrigues,845.037.619-00,28,25/09/1996,"Praça de Mendes, 67
Milionario
89199586 Aragão / PI","('AL', 'Alagoas')",Brasil
Ryan Leão,054.281.936-89,36,14/04/1988,"Praça Teixeira, 56
Santa Tereza
84978164 Rocha / SP","('RJ', 'Rio de Janeiro')",Brasil
Allana Costela,936.028.571-40,45,30/12/1978,"Via Apollo Azevedo, 7
Novo São Lucas
84832-273 da Rosa / RN","('MS', 'Mato Grosso do Sul')",Brasil
Dr. Ian Souza,368.907.512-21,49,09/03/1975,"Estrada Aparecida
Jardim Montanhês
78523-945 Nunes / AP","('PE', 'Pernambuco')",Brasil
Antonella Pinto,047.891.623-03,35,16/06/1989,"Praça Lima, 57
Túnel De Ibirité
18657-049 Pimenta de Minas / AC","('RS', 'Rio Grande do Sul')",Brasil
Sara Sampaio,729.561.043-06,32,13/09/1992,"Travessa Théo Guerra, 689
Taquaril
05831475 Cardoso / MG","('DF', 'Distrito Federal')",Brasil
Isabella Vasconcelos,251.397.640-16,52,29/04/1972,"Praia Léo da Rosa
Vila Copasa
96572-608 Martins / RS","('DF', 'Distrito Federal')",Brasil
Luiz Fernando Silva,230.871.495-60,54,29/06/1970,"Praia Almeida, 9
Castelo
85724-333 Marques / GO","('RJ', 'Rio de Janeiro')",Brasil
Sra. Isabella Brito,023.168.479-78,49,03/07/1975,"Condomínio Monteiro, 22
Fazendinha
29844468 Campos dos Dourados / PE","('RS', 'Rio Grande do Sul')",Brasil
Antonella Freitas,704.295.813-60,44,29/02/1980,"Praça Barros, 14
Jardim Do Vale
07214-103 Cunha do Sul / ES","('CE', 'Ceará')",Brasil
Maria Júlia Aragão,930.174.258-60,23,06/11/2001,"Área Macedo
Embaúbas
36132785 Cavalcanti de Lima / RO","('AM', 'Amazonas')",Brasil
Eloah da Rosa,801.935.762-95,59,19/01/1965,"Parque de Ramos, 51
Vila Nova Cachoeirinha 1ª Seção
65835-883 Sousa do Oeste / DF","('MA', 'Maranhão')",Brasil
Brayan Macedo,571.289.063-12,53,15/06/1971,"Vale Alice Sá, 4
Novo Tupi
52743445 Lopes de Cassiano / RJ","('MA', 'Maranhão')",Brasil
Davi Cavalcanti,602.859.731-77,45,10/11/1979,"Alameda Siqueira
Nossa Senhora Aparecida
05931-332 Sá / AL","('GO', 'Goiás')",Brasil
Juan Peixoto,814.367.509-20,35,17/05/1989,"Lagoa de Ramos
Vila São Rafael
55876129 Ferreira / RS","('MA', 'Maranhão')",Brasil
